order_id,customer_id,order_created_at,order_status,shipping_country,shipping_city,sales_channel,discount_code,shipping_fee
ORD0000127,CUST00550,2025-11-07 11:47:37,completed,NL,Amsterdam,web,,0.0
ORD0000128,CUST00100,2025-11-20 21:39:10,completed,DE,Leipzig,web,SUMMER15,0.0
ORD0000129,CUST00333,2026-06-22 10:43:36,completed,DE,Frankfurt,mobile_app,SUMMER15,4.99
ORD0000130,CUST00137,2025-07-17 10:50:54,completed,DE,Munich,web,WELCOME10,5.99
ORD0000131,CUST00488,2026-02-23 11:13:09,completed,DE,Munich,marketplace,,5.99
ORD0000132,CUST00005,2026-04-02 14:12:07,returned,CH,Zurich,mobile_app,,0.0
ORD0000133,CUST00446,2026-02-02 15:21:39,completed,DE,Hamburg,mobile_app,,5.99
ORD0000134,CUST00334,2025-09-01 14:06:15,completed,AT,Graz,web,,2.99
ORD0000135,CUST00199,2025-12-17 18:17:12,completed,DE,Hamburg,web,,0.0
ORD0000136,CUST00303,2026-03-24 12:50:50,completed,DE,Stuttgart,mobile_app,,2.99
ORD0000137,CUST00474,2026-06-28 15:00:46,completed,DE,Hamburg,web,,2.99
ORD0000138,CUST00042,2025-11-03 22:46:49,completed,DE,Munich,web,,5.99
ORD0000139,CUST00093,2025-09-18 07:30:42,completed,DE,Munich,mobile_app,SUMMER15,5.99
ORD0000140,CUST00380,2026-02-27 21:45:40,completed,DE,Hannover,mobile_app,,0.0
ORD0000141,CUST00344,2025-06-25 08:32:58,completed,AT,Graz,web,,0.0
ORD0000142,CUST00553,2025-05-12 10:41:30,completed,AT,Graz,mobile_app,WELCOME10,2.99
ORD0000143,CUST00464,2025-11-23 22:32:33,completed,CH,Zurich,mobile_app,WELCOME10,5.99
ORD0000144,CUST00469,2025-12-28 09:05:25,cancelled,DE,Hannover,web,VIP5,4.99
ORD0000145,CUST00024,2026-05-11 16:26:43,completed,CH,Basel,web,,2.99
ORD0000146,CUST00335,2025-09-10 22:37:42,completed,DE,Stuttgart,mobile_app,,5.99
ORD0000147,CUST00187,2025-05-27 12:53:45,completed,CH,Zurich,web,,2.99
ORD0000148,CUST00149,2025-10-12 21:59:20,completed,AT,Vienna,web,,4.99
ORD0000149,CUST00226,2025-12-10 21:22:05,completed,DE,Berlin,web,,2.99
ORD0000150,CUST00370,2026-06-07 19:09:45,completed,DE,Leipzig,web,,4.99
ORD0000151,CUST00455,2025-04-05 20:51:28,completed,DE,Leipzig,web,WELCOME10,5.99
ORD0000152,CUST00280,2025-11-27 20:11:35,completed,DE,Leipzig,mobile_app,,2.99
ORD0000153,CUST00573,2026-04-24 21:14:01,completed,DE,Düsseldorf,marketplace,,2.99
ORD0000154,CUST00069,2026-03-26 18:37:30,completed,DE,Stuttgart,web,,4.99
ORD0000155,CUST00139,2025-03-12 18:10:03,completed,DE,Berlin,marketplace,,5.99
ORD0000156,CUST00188,2025-12-04 10:38:48,completed,DE,Munich,mobile_app,BLACKWEEK,4.99
ORD0000157,CUST00289,2025-12-04 18:49:31,completed,DE,Stuttgart,web,,2.99
ORD0000158,CUST00545,2026-02-22 10:26:29,cancelled,DE,Munich,marketplace,SUMMER15,0.0
ORD0000159,CUST00312,2026-03-25 07:47:52,completed,DE,Bremen,web,SUMMER15,2.99
ORD0000160,CUST00115,2025-10-22 09:01:49,completed,DE,Düsseldorf,web,,5.99
ORD0000161,CUST00205,2025-05-02 12:42:22,completed,DE,Munich,marketplace,SUMMER15,2.99
ORD0000162,CUST00551,2025-06-15 07:46:06,cancelled,DE,Stuttgart,mobile_app,,5.99
ORD0000163,CUST00234,2025-09-29 20:07:48,returned,DE,Frankfurt,web,,0.0
ORD0000164,CUST00320,2025-10-01 21:14:35,completed,CH,Basel,web,,5.99
ORD0000165,CUST00105,2025-11-26 12:04:23,returned,DE,Cologne,mobile_app,,4.99
ORD0000166,CUST00596,2025-08-06 15:48:50,completed,CH,Basel,mobile_app,,5.99
ORD0000167,CUST00184,2025-03-20 19:38:43,completed,AT,Graz,web,,4.99
ORD0000168,CUST00510,2025-11-11 22:32:16,completed,DE,Hamburg,web,VIP5,0.0
ORD0000169,CUST00037,2026-05-01 08:11:35,completed,DE,Düsseldorf,web,BLACKWEEK,4.99
ORD0000170,CUST00568,2025-04-21 22:30:35,completed,DE,Cologne,web,,0.0
ORD0000171,CUST00360,2025-09-11 08:42:15,completed,DE,Hannover,marketplace,,4.99
ORD0000172,CUST00433,2025-12-13 20:17:01,completed,DE,Munich,web,VIP5,0.0
ORD0000173,CUST00509,2026-02-22 17:10:39,completed,DE,Berlin,mobile_app,,5.99
ORD0000174,CUST00487,2025-03-20 20:13:22,completed,CH,Zurich,web,,4.99
ORD0000175,CUST00529,2025-12-20 12:36:31,completed,DE,Bremen,mobile_app,,5.99
ORD0000176,CUST00308,2025-05-20 20:26:20,completed,NL,Amsterdam,mobile_app,,0.0
ORD0000177,CUST00117,2026-01-13 11:12:01,completed,DE,Stuttgart,mobile_app,,4.99
ORD0000178,CUST00285,2025-12-21 12:41:54,completed,CH,Zurich,web,SUMMER15,5.99
ORD0000179,CUST00513,2025-07-12 10:33:42,completed,CH,Basel,web,,4.99
ORD0000180,CUST00224,2026-03-17 11:06:11,completed,DE,Leipzig,web,,4.99
ORD0000181,CUST00149,2026-02-19 18:30:45,completed,AT,Vienna,marketplace,,4.99
ORD0000182,CUST00317,2025-07-14 18:57:51,completed,CH,Basel,web,SUMMER15,2.99
ORD0000183,CUST00035,2026-04-15 15:55:05,completed,AT,Graz,web,,5.99
ORD0000184,CUST00335,2026-03-11 21:44:01,completed,DE,Stuttgart,mobile_app,,2.99
ORD0000185,CUST00529,2025-11-16 11:54:38,completed,DE,Bremen,mobile_app,,4.99
ORD0000186,CUST00425,2026-04-09 18:11:25,completed,CH,Zurich,web,,2.99
ORD0000187,CUST00440,2025-12-10 15:09:05,returned,DE,Berlin,web,VIP5,2.99
ORD0000188,CUST00273,2026-03-04 16:47:31,completed,NL,Amsterdam,mobile_app,SUMMER15,5.99
ORD0000189,CUST00408,2025-11-12 13:45:24,completed,CH,Zurich,mobile_app,,4.99
ORD0000190,CUST00047,2026-06-28 07:16:32,completed,DE,Hamburg,mobile_app,VIP5,4.99
ORD0000191,CUST00348,2025-07-26 21:08:05,completed,AT,Graz,web,,5.99
ORD0000192,CUST00441,2025-08-07 16:57:56,completed,DE,Frankfurt,web,,4.99
ORD0000193,CUST00451,2025-05-20 08:12:09,completed,DE,Munich,web,,2.99
ORD0000194,CUST00505,2026-03-02 10:54:46,completed,DE,Stuttgart,web,,0.0
ORD0000195,CUST00600,2025-08-02 13:37:00,completed,CH,Zurich,web,,2.99
ORD0000196,CUST00030,2025-04-19 09:29:53,completed,DE,Cologne,marketplace,,5.99
ORD0000197,CUST00583,2026-03-12 11:13:55,completed,DE,Leipzig,web,,4.99
ORD0000198,CUST00409,2025-06-07 09:01:54,completed,DE,Frankfurt,web,WELCOME10,5.99
ORD0000199,CUST00525,2025-11-24 13:31:28,cancelled,NL,Amsterdam,mobile_app,,5.99
ORD0000200,CUST00042,2025-10-26 17:29:43,completed,DE,Munich,web,BLACKWEEK,2.99
ORD0000201,CUST00308,2026-06-23 14:33:27,completed,NL,Amsterdam,marketplace,,0.0
ORD0000202,CUST00516,2025-09-16 07:07:47,completed,DE,Hannover,mobile_app,SUMMER15,2.99
ORD0000203,CUST00461,2026-01-07 15:21:58,completed,DE,Leipzig,web,,2.99
ORD0000204,CUST00370,2026-01-21 19:51:19,completed,DE,Leipzig,web,,2.99
ORD0000205,CUST00447,2026-02-04 13:05:19,completed,DE,Leipzig,web,,2.99
ORD0000206,CUST00600,2025-11-29 14:12:18,completed,CH,Zurich,web,,5.99
ORD0000207,CUST00500,2025-12-23 19:31:32,completed,AT,Vienna,web,,5.99
ORD0000208,CUST00485,2026-05-18 10:31:39,cancelled,CH,Basel,web,,4.99
ORD0000209,CUST00348,2025-07-10 21:08:56,completed,AT,Graz,mobile_app,VIP5,5.99
ORD0000210,CUST00495,2025-08-08 11:11:12,completed,DE,Leipzig,web,,5.99
ORD0000211,CUST00499,2025-07-07 15:21:50,completed,CH,Zurich,mobile_app,WELCOME10,0.0
ORD0000212,CUST00105,2026-04-02 08:32:06,completed,DE,Cologne,marketplace,BLACKWEEK,0.0
ORD0000213,CUST00158,2025-11-27 18:21:52,completed,DE,Cologne,web,,2.99
ORD0000214,CUST00543,2026-01-26 20:50:14,completed,DE,Cologne,web,,5.99
ORD0000215,CUST00072,2025-01-20 09:21:20,completed,DE,Munich,web,,2.99
ORD0000216,CUST00533,2025-03-11 16:26:25,cancelled,DE,Cologne,web,WELCOME10,4.99
ORD0000217,CUST00457,2026-05-29 13:56:34,completed,AT,Vienna,mobile_app,,5.99
ORD0000218,CUST00219,2025-12-07 09:32:35,completed,AT,Vienna,web,WELCOME10,4.99
ORD0000219,CUST00433,2026-04-23 10:46:03,completed,DE,Munich,web,,4.99
ORD0000220,CUST00242,2025-11-22 14:22:19,completed,DE,Hannover,web,WELCOME10,2.99
ORD0000221,CUST00151,2026-04-01 20:53:26,completed,AT,Vienna,web,,0.0
ORD0000222,CUST00405,2026-01-07 15:37:31,completed,DE,Bremen,marketplace,,5.99
ORD0000223,CUST00485,2025-04-28 08:47:10,returned,CH,Basel,web,BLACKWEEK,4.99
ORD0000224,CUST00146,2025-11-21 20:03:59,cancelled,DE,Düsseldorf,mobile_app,,4.99
ORD0000225,CUST00387,2025-12-28 22:53:46,completed,NL,Amsterdam,web,WELCOME10,2.99
ORD0000226,CUST00239,2026-02-11 19:21:34,completed,CH,Basel,mobile_app,WELCOME10,5.99
ORD0000227,CUST00055,2026-06-12 13:48:30,completed,DE,Leipzig,marketplace,,0.0
ORD0000228,CUST00594,2026-04-22 21:05:51,completed,AT,Vienna,web,,4.99
ORD0000229,CUST00188,2025-12-17 15:49:05,completed,DE,Munich,web,,5.99
ORD0000230,CUST00395,2025-11-24 10:17:03,completed,DE,Cologne,web,,5.99
ORD0000231,CUST00129,2026-03-25 16:36:26,completed,AT,Vienna,web,SUMMER15,2.99
ORD0000232,CUST00297,2025-02-25 12:00:03,cancelled,DE,Stuttgart,web,,5.99
ORD0000233,CUST00308,2026-03-15 09:25:44,completed,NL,Amsterdam,marketplace,WELCOME10,2.99
ORD0000234,CUST00330,2025-11-05 17:13:29,returned,CH,Zurich,mobile_app,,4.99
ORD0000235,CUST00403,2026-05-19 09:50:56,completed,DE,Cologne,mobile_app,,0.0
ORD0000236,CUST00380,2025-11-30 13:28:00,completed,DE,Hannover,mobile_app,WELCOME10,0.0
ORD0000237,CUST00038,2026-06-22 15:31:57,completed,DE,Hamburg,marketplace,,2.99
ORD0000238,CUST00579,2026-03-15 12:04:37,completed,CH,Zurich,marketplace,,0.0
ORD0000239,CUST00465,2025-07-22 07:27:41,completed,DE,Hannover,web,SUMMER15,0.0
ORD0000240,CUST00460,2025-08-05 17:00:25,completed,AT,Graz,mobile_app,BLACKWEEK,0.0
ORD0000241,CUST00349,2025-11-16 08:52:21,completed,DE,Hannover,mobile_app,VIP5,2.99
ORD0000242,CUST00067,2025-02-17 11:03:58,completed,CH,Zurich,mobile_app,,0.0
ORD0000243,CUST00421,2026-04-30 14:55:38,completed,DE,Berlin,web,,0.0
ORD0000244,CUST00465,2026-06-05 17:37:12,completed,DE,Hannover,web,,0.0
ORD0000245,CUST00320,2025-11-09 20:32:41,completed,CH,Basel,web,,4.99
ORD0000246,CUST00149,2025-12-08 08:15:32,completed,AT,Vienna,web,,0.0
ORD0000247,CUST00479,2025-06-14 17:54:37,completed,DE,Leipzig,web,,4.99
ORD0000248,CUST00229,2025-11-25 14:29:39,completed,CH,Zurich,marketplace,WELCOME10,5.99
ORD0000249,CUST00076,2025-11-01 18:01:35,completed,DE,Leipzig,mobile_app,,4.99
ORD0000250,CUST00022,2026-04-27 11:24:41,completed,CH,Zurich,web,,0.0
ORD0000251,CUST00067,2026-01-23 10:09:56,cancelled,CH,Zurich,web,,2.99
ORD0000252,CUST00194,2026-05-29 16:50:09,completed,DE,Hamburg,web,,0.0
ORD0000253,CUST00067,2025-12-01 12:32:24,completed,CH,Zurich,web,,4.99
ORD0000254,CUST00596,2026-06-12 19:40:58,completed,CH,Basel,mobile_app,,0.0
ORD0000255,CUST00087,2026-04-27 11:48:05,completed,DE,Hamburg,web,,4.99
ORD0000256,CUST00240,2025-11-29 15:41:04,completed,DE,Bremen,web,,0.0
ORD0000257,CUST00338,2025-12-19 15:19:47,completed,DE,Leipzig,mobile_app,,4.99
ORD0000258,CUST00289,2025-11-20 18:50:25,returned,DE,Stuttgart,web,,0.0
ORD0000259,CUST00349,2025-11-12 09:20:54,completed,DE,Hannover,web,,5.99
ORD0000260,CUST00348,2026-04-14 14:26:27,completed,AT,Graz,mobile_app,WELCOME10,5.99
ORD0000261,CUST00339,2025-12-31 19:24:13,returned,AT,Graz,web,,0.0
ORD0000262,CUST00567,2025-12-14 12:02:52,completed,DE,Leipzig,web,,5.99
ORD0000263,CUST00490,2025-11-27 09:24:57,completed,DE,Hannover,web,BLACKWEEK,2.99
ORD0000264,CUST00409,2025-11-05 14:33:21,cancelled,DE,Frankfurt,mobile_app,,5.99
ORD0000265,CUST00184,2026-04-30 20:29:24,cancelled,AT,Graz,web,,2.99
ORD0000266,CUST00223,2025-12-17 22:26:48,completed,DE,Leipzig,web,,4.99
ORD0000267,CUST00409,2025-11-09 13:25:02,completed,DE,Frankfurt,web,WELCOME10,0.0
ORD0000268,CUST00286,2025-10-28 12:10:53,completed,CH,Basel,web,,0.0
ORD0000269,CUST00049,2026-02-15 10:24:44,completed,DE,Leipzig,web,,0.0
ORD0000270,CUST00029,2025-11-27 07:21:52,completed,DE,Munich,mobile_app,,0.0
ORD0000271,CUST00405,2026-01-24 20:07:14,completed,DE,Bremen,web,,4.99
ORD0000272,CUST00224,2025-12-27 20:19:49,completed,DE,Leipzig,mobile_app,WELCOME10,0.0
ORD0000273,CUST00494,2026-05-14 09:21:01,completed,DE,Munich,mobile_app,,5.99
ORD0000274,CUST00128,2025-02-04 16:15:47,completed,DE,Frankfurt,web,,2.99
ORD0000275,CUST00455,2026-02-01 17:08:17,completed,DE,Leipzig,marketplace,,0.0
ORD0000276,CUST00255,2025-12-16 14:38:55,completed,CH,Zurich,mobile_app,,4.99
ORD0000277,CUST00129,2025-11-14 09:11:37,completed,AT,Vienna,web,,2.99
ORD0000278,CUST00207,2025-08-09 15:55:50,completed,AT,Graz,web,,4.99
ORD0000279,CUST00494,2025-05-23 07:48:24,completed,DE,Munich,marketplace,WELCOME10,0.0
ORD0000280,CUST00074,2025-09-27 17:08:45,completed,NL,Amsterdam,web,BLACKWEEK,2.99
ORD0000281,CUST00419,2026-01-31 08:58:07,completed,DE,Munich,web,,2.99
ORD0000282,CUST00378,2026-03-02 08:41:24,cancelled,AT,Graz,web,,2.99
ORD0000283,CUST00166,2025-07-19 07:07:49,completed,DE,Hamburg,mobile_app,,5.99
ORD0000284,CUST00092,2025-10-15 10:40:36,completed,AT,Graz,web,SUMMER15,4.99
ORD0000285,CUST00002,2026-06-24 10:04:49,completed,AT,Vienna,mobile_app,,5.99
ORD0000286,CUST00113,2025-11-21 21:36:52,completed,DE,Berlin,web,,2.99
ORD0000287,CUST00351,2025-09-28 07:37:15,completed,DE,Frankfurt,web,,0.0
ORD0000288,CUST00380,2025-09-07 17:20:52,completed,DE,Hannover,web,,4.99
ORD0000289,CUST00412,2025-01-09 11:01:38,completed,DE,Hannover,mobile_app,VIP5,4.99
