order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM00000066,ORD0000037,PROD0111,1,202.74,0.0
ITEM00000067,ORD0000038,PROD0036,1,11.63,2.33
ITEM00000068,ORD0000038,PROD0058,1,118.75,11.88
ITEM00000069,ORD0000038,PROD0024,1,156.18,15.62
ITEM00000070,ORD0000039,PROD0109,1,343.77,0.0
ITEM00000071,ORD0000039,PROD0081,1,119.17,11.92
ITEM00000072,ORD0000039,PROD0067,1,145.83,0.0
ITEM00000073,ORD0000039,PROD0069,1,227.31,0.0
ITEM00000074,ORD0000039,PROD0093,1,166.3,16.63
ITEM00000075,ORD0000040,PROD0087,3,151.09,0.0
ITEM00000076,ORD0000041,PROD0079,1,184.66,0.0
ITEM00000077,ORD0000042,PROD0084,1,312.59,0.0
ITEM00000078,ORD0000043,PROD0094,1,47.82,0.0
ITEM00000079,ORD0000044,PROD0098,3,182.51,0.0
ITEM00000080,ORD0000045,PROD0004,1,234.81,35.22
ITEM00000081,ORD0000045,PROD0005,2,281.9,0.0
ITEM00000082,ORD0000045,PROD0085,2,122.84,36.85
ITEM00000083,ORD0000046,PROD0045,1,149.63,0.0
ITEM00000084,ORD0000047,PROD0119,1,205.59,10.28
ITEM00000085,ORD0000048,PROD0021,1,61.13,0.0
ITEM00000086,ORD0000049,PROD0053,1,318.9,0.0
ITEM00000087,ORD0000049,PROD0025,1,272.57,0.0
ITEM00000088,ORD0000049,PROD0110,1,90.59,0.0
ITEM00000089,ORD0000050,PROD0002,1,43.67,0.0
ITEM00000090,ORD0000051,PROD0008,1,32.22,0.0
ITEM00000091,ORD0000051,PROD0035,1,80.56,8.06
ITEM00000092,ORD0000051,PROD0100,2,17.75,3.55
ITEM00000093,ORD0000051,PROD0051,1,184.73,9.24
ITEM00000094,ORD0000052,PROD0088,2,207.8,0.0
ITEM00000095,ORD0000052,PROD0040,1,387.81,19.39
ITEM00000096,ORD0000053,PROD0002,1,43.67,0.0
ITEM00000097,ORD0000054,PROD0012,1,33.64,0.0
ITEM00000098,ORD0000055,PROD0101,2,167.62,16.76
ITEM00000099,ORD0000055,PROD0083,1,60.94,0.0
ITEM00000100,ORD0000055,PROD0097,1,353.03,0.0
ITEM00000101,ORD0000055,PROD0045,1,149.63,0.0
ITEM00000102,ORD0000055,PROD0104,1,10.68,0.0
ITEM00000103,ORD0000056,PROD0034,1,161.71,0.0
ITEM00000104,ORD0000057,PROD0105,1,350.67,0.0
ITEM00000105,ORD0000057,PROD0050,1,30.13,0.0
ITEM00000106,ORD0000057,PROD0025,1,272.57,0.0
ITEM00000107,ORD0000057,PROD0068,1,233.23,0.0
ITEM00000108,ORD0000057,PROD0088,2,207.8,0.0
ITEM00000109,ORD0000058,PROD0033,1,184.37,0.0
ITEM00000110,ORD0000058,PROD0007,1,123.36,18.5
ITEM00000111,ORD0000059,PROD0079,1,184.66,0.0
ITEM00000112,ORD0000060,PROD0081,2,119.17,0.0
ITEM00000113,ORD0000061,PROD0052,1,141.65,0.0
ITEM00000114,ORD0000062,PROD0078,1,378.92,0.0
ITEM00000115,ORD0000062,PROD0031,2,90.06,27.02
ITEM00000116,ORD0000063,PROD0039,1,280.24,14.01
ITEM00000117,ORD0000063,PROD0001,2,12.07,2.41
ITEM00000118,ORD0000063,PROD0029,2,305.83,0.0
ITEM00000119,ORD0000063,PROD0028,1,273.37,0.0
ITEM00000120,ORD0000063,PROD0110,1,90.59,0.0
ITEM00000121,ORD0000064,PROD0010,1,207.41,10.37
ITEM00000122,ORD0000065,PROD0045,1,149.63,22.44
ITEM00000123,ORD0000065,PROD0113,1,286.04,14.3
ITEM00000124,ORD0000065,PROD0105,1,350.67,35.07
ITEM00000125,ORD0000066,PROD0087,1,151.09,0.0
ITEM00000126,ORD0000067,PROD0096,1,219.71,0.0
ITEM00000127,ORD0000067,PROD0007,1,123.36,0.0
ITEM00000128,ORD0000068,PROD0032,1,22.4,0.0
ITEM00000129,ORD0000068,PROD0010,1,207.41,0.0
ITEM00000130,ORD0000069,PROD0106,3,148.74,0.0
ITEM00000131,ORD0000070,PROD0119,2,205.59,0.0
ITEM00000132,ORD0000070,PROD0019,1,203.36,0.0
ITEM00000133,ORD0000070,PROD0112,1,178.9,0.0
ITEM00000134,ORD0000070,PROD0107,1,438.59,0.0
ITEM00000135,ORD0000071,PROD0033,1,184.37,0.0
ITEM00000136,ORD0000071,PROD0022,1,326.28,0.0
ITEM00000137,ORD0000072,PROD0084,3,312.59,0.0
ITEM00000138,ORD0000072,PROD0050,1,30.13,4.52
ITEM00000139,ORD0000072,PROD0030,1,113.65,0.0
ITEM00000140,ORD0000073,PROD0045,1,149.63,0.0
ITEM00000141,ORD0000074,PROD0072,2,209.01,0.0
ITEM00000142,ORD0000075,PROD0040,2,387.81,0.0
ITEM00000143,ORD0000076,PROD0084,2,312.59,0.0
ITEM00000144,ORD0000076,PROD0120,1,272.15,40.82
ITEM00000145,ORD0000076,PROD0073,1,273.15,0.0
ITEM00000146,ORD0000077,PROD0004,2,234.81,0.0
ITEM00000147,ORD0000078,PROD0078,1,378.92,0.0
ITEM00000148,ORD0000078,PROD0061,2,81.22,0.0
ITEM00000149,ORD0000079,PROD0027,1,272.85,40.93
ITEM00000150,ORD0000080,PROD0049,1,84.08,12.61
ITEM00000151,ORD0000080,PROD0093,1,166.3,0.0
ITEM00000152,ORD0000080,PROD0041,1,291.08,0.0
ITEM00000153,ORD0000081,PROD0007,1,123.36,0.0
ITEM00000154,ORD0000081,PROD0025,1,272.57,27.26
ITEM00000155,ORD0000082,PROD0115,1,331.12,0.0
ITEM00000156,ORD0000082,PROD0090,1,171.39,0.0
ITEM00000157,ORD0000082,PROD0070,1,194.79,0.0
ITEM00000158,ORD0000083,PROD0058,1,118.75,0.0
ITEM00000159,ORD0000084,PROD0020,2,297.84,0.0
ITEM00000160,ORD0000084,PROD0021,1,61.13,0.0
ITEM00000161,ORD0000085,PROD0002,2,43.67,0.0
ITEM00000162,ORD0000085,PROD0059,1,49.15,4.92
ITEM00000163,ORD0000085,PROD0064,1,415.75,0.0
ITEM00000164,ORD0000086,PROD0005,2,281.9,0.0
ITEM00000165,ORD0000086,PROD0019,2,203.36,0.0
ITEM00000166,ORD0000087,PROD0005,1,281.9,0.0
ITEM00000167,ORD0000088,PROD0068,1,233.23,0.0
ITEM00000168,ORD0000089,PROD0074,3,210.71,0.0
ITEM00000169,ORD0000090,PROD0004,1,234.81,11.74
ITEM00000170,ORD0000091,PROD0102,1,224.77,0.0
ITEM00000171,ORD0000092,PROD0119,2,205.59,20.56
ITEM00000172,ORD0000092,PROD0087,1,151.09,0.0
ITEM00000173,ORD0000092,PROD0062,1,81.83,12.27
ITEM00000174,ORD0000093,PROD0043,2,236.52,23.65
ITEM00000175,ORD0000093,PROD0103,1,63.04,0.0
ITEM00000176,ORD0000094,PROD0041,1,291.08,0.0
ITEM00000177,ORD0000094,PROD0091,1,229.29,0.0
ITEM00000178,ORD0000095,PROD0004,2,234.81,70.44
ITEM00000179,ORD0000096,PROD0017,1,47.74,0.0
ITEM00000180,ORD0000096,PROD0027,1,272.85,0.0
ITEM00000181,ORD0000097,PROD0027,1,272.85,0.0
ITEM00000182,ORD0000097,PROD0042,1,459.6,22.98
ITEM00000183,ORD0000098,PROD0019,2,203.36,40.67
ITEM00000184,ORD0000099,PROD0023,1,136.09,20.41
ITEM00000185,ORD0000100,PROD0017,2,47.74,14.32
ITEM00000186,ORD0000100,PROD0012,1,33.64,0.0
ITEM00000187,ORD0000101,PROD0086,2,232.8,46.56
ITEM00000188,ORD0000101,PROD0043,1,236.52,0.0
ITEM00000189,ORD0000102,PROD0014,1,153.26,0.0
ITEM00000190,ORD0000102,PROD0042,1,459.6,0.0
ITEM00000191,ORD0000103,PROD0056,1,416.06,0.0
ITEM00000192,ORD0000103,PROD0073,1,273.15,0.0
ITEM00000193,ORD0000103,PROD0101,1,167.62,0.0
ITEM00000194,ORD0000104,PROD0088,1,207.8,20.78
ITEM00000195,ORD0000104,PROD0105,1,350.67,0.0
ITEM00000196,ORD0000105,PROD0026,1,17.79,0.0
ITEM00000197,ORD0000105,PROD0027,1,272.85,40.93
ITEM00000198,ORD0000106,PROD0116,1,204.46,0.0
ITEM00000199,ORD0000107,PROD0092,1,91.52,0.0
ITEM00000200,ORD0000107,PROD0049,1,84.08,0.0
ITEM00000201,ORD0000108,PROD0093,2,166.3,0.0
ITEM00000202,ORD0000109,PROD0105,1,350.67,0.0
ITEM00000203,ORD0000110,PROD0005,1,281.9,0.0
ITEM00000204,ORD0000111,PROD0012,1,33.64,6.73
ITEM00000205,ORD0000111,PROD0032,1,22.4,0.0
ITEM00000206,ORD0000111,PROD0061,2,81.22,0.0
ITEM00000207,ORD0000111,PROD0081,1,119.17,0.0
ITEM00000208,ORD0000112,PROD0005,1,281.9,0.0
ITEM00000209,ORD0000113,PROD0004,1,234.81,0.0
ITEM00000210,ORD0000113,PROD0037,2,198.87,0.0
ITEM00000211,ORD0000113,PROD0063,1,246.23,0.0
ITEM00000212,ORD0000114,PROD0103,2,63.04,0.0
ITEM00000213,ORD0000114,PROD0068,1,233.23,0.0
ITEM00000214,ORD0000115,PROD0083,1,60.94,6.09
ITEM00000215,ORD0000116,PROD0019,2,203.36,0.0
ITEM00000216,ORD0000116,PROD0068,2,233.23,0.0
ITEM00000217,ORD0000117,PROD0035,1,80.56,0.0
ITEM00000218,ORD0000118,PROD0009,1,104.1,0.0
ITEM00000219,ORD0000119,PROD0028,1,273.37,0.0
ITEM00000220,ORD0000119,PROD0077,2,216.83,0.0
ITEM00000221,ORD0000119,PROD0082,1,329.56,49.43
ITEM00000222,ORD0000119,PROD0016,1,317.54,63.51
ITEM00000223,ORD0000120,PROD0116,1,204.46,10.22
ITEM00000224,ORD0000121,PROD0009,1,104.1,15.61
ITEM00000225,ORD0000122,PROD0010,1,207.41,10.37
ITEM00000226,ORD0000123,PROD0001,1,12.07,1.81
ITEM00000227,ORD0000124,PROD0043,1,236.52,35.48
ITEM00000228,ORD0000124,PROD0088,1,207.8,0.0
ITEM00000229,ORD0000124,PROD0039,3,280.24,0.0
ITEM00000230,ORD0000124,PROD0052,1,141.65,7.08
ITEM00000231,ORD0000124,PROD0008,1,32.22,0.0
ITEM00000232,ORD0000125,PROD0025,1,272.57,0.0
ITEM00000233,ORD0000126,PROD0003,1,435.69,21.78
ITEM00000234,ORD0000126,PROD0005,1,281.9,0.0
ITEM00000235,ORD0000126,PROD0044,2,110.41,0.0
ITEM00000236,ORD0000127,PROD0061,2,81.22,0.0
ITEM00000237,ORD0000127,PROD0117,1,140.52,0.0
ITEM00000238,ORD0000128,PROD0103,1,63.04,6.3
ITEM00000239,ORD0000128,PROD0079,1,184.66,18.47
ITEM00000240,ORD0000129,PROD0076,1,393.93,0.0
ITEM00000241,ORD0000129,PROD0023,1,136.09,0.0
ITEM00000242,ORD0000129,PROD0043,1,236.52,0.0
ITEM00000243,ORD0000130,PROD0001,2,12.07,0.0
ITEM00000244,ORD0000130,PROD0023,1,136.09,0.0
ITEM00000245,ORD0000131,PROD0005,1,281.9,0.0
ITEM00000246,ORD0000131,PROD0077,3,216.83,0.0
ITEM00000247,ORD0000132,PROD0065,1,81.7,0.0
ITEM00000248,ORD0000132,PROD0029,1,305.83,15.29
ITEM00000249,ORD0000132,PROD0060,1,9.5,1.9
ITEM00000250,ORD0000132,PROD0099,1,140.01,0.0
ITEM00000251,ORD0000132,PROD0081,1,119.17,0.0
ITEM00000252,ORD0000133,PROD0023,1,136.09,0.0
ITEM00000253,ORD0000133,PROD0021,2,61.13,6.11
ITEM00000254,ORD0000133,PROD0101,1,167.62,0.0
ITEM00000255,ORD0000133,PROD0004,1,234.81,0.0
ITEM00000256,ORD0000134,PROD0063,2,246.23,0.0
ITEM00000257,ORD0000134,PROD0007,2,123.36,0.0
ITEM00000258,ORD0000135,PROD0110,1,90.59,0.0
ITEM00000259,ORD0000136,PROD0053,2,318.9,0.0
ITEM00000260,ORD0000137,PROD0119,1,205.59,0.0
ITEM00000261,ORD0000138,PROD0106,1,148.74,0.0
ITEM00000262,ORD0000138,PROD0013,1,174.57,0.0
ITEM00000263,ORD0000138,PROD0058,1,118.75,0.0
ITEM00000264,ORD0000139,PROD0059,1,49.15,0.0
ITEM00000265,ORD0000140,PROD0038,1,349.24,0.0
ITEM00000266,ORD0000140,PROD0055,1,228.6,0.0
ITEM00000267,ORD0000141,PROD0047,1,168.82,0.0
ITEM00000268,ORD0000141,PROD0023,1,136.09,6.8
ITEM00000269,ORD0000142,PROD0115,1,331.12,0.0
ITEM00000270,ORD0000143,PROD0038,1,349.24,17.46
ITEM00000271,ORD0000143,PROD0058,2,118.75,23.75
ITEM00000272,ORD0000144,PROD0015,1,100.92,0.0
ITEM00000273,ORD0000145,PROD0003,1,435.69,43.57
ITEM00000274,ORD0000145,PROD0038,1,349.24,52.39
ITEM00000275,ORD0000145,PROD0025,1,272.57,0.0
ITEM00000276,ORD0000146,PROD0040,1,387.81,0.0
ITEM00000277,ORD0000146,PROD0022,1,326.28,32.63
ITEM00000278,ORD0000146,PROD0102,1,224.77,0.0
ITEM00000279,ORD0000146,PROD0034,3,161.71,0.0
ITEM00000280,ORD0000147,PROD0074,1,210.71,0.0
ITEM00000281,ORD0000147,PROD0017,1,47.74,0.0
ITEM00000282,ORD0000147,PROD0057,1,161.48,0.0
ITEM00000283,ORD0000147,PROD0034,1,161.71,0.0
ITEM00000284,ORD0000147,PROD0048,1,204.42,30.66
ITEM00000285,ORD0000148,PROD0097,2,353.03,35.3
ITEM00000286,ORD0000148,PROD0074,2,210.71,0.0
ITEM00000287,ORD0000148,PROD0086,1,232.8,0.0
ITEM00000288,ORD0000148,PROD0019,1,203.36,0.0
ITEM00000289,ORD0000149,PROD0036,1,11.63,0.0
ITEM00000290,ORD0000149,PROD0026,1,17.79,0.0
ITEM00000291,ORD0000149,PROD0003,1,435.69,0.0
ITEM00000292,ORD0000149,PROD0011,1,132.39,0.0
ITEM00000293,ORD0000150,PROD0040,3,387.81,116.34
ITEM00000294,ORD0000151,PROD0077,1,216.83,0.0
ITEM00000295,ORD0000151,PROD0012,2,33.64,13.46
ITEM00000296,ORD0000151,PROD0019,1,203.36,40.67
ITEM00000297,ORD0000152,PROD0063,1,246.23,24.62
ITEM00000298,ORD0000153,PROD0061,1,81.22,0.0
ITEM00000299,ORD0000153,PROD0016,1,317.54,47.63
ITEM00000300,ORD0000153,PROD0084,1,312.59,0.0
ITEM00000301,ORD0000154,PROD0016,1,317.54,0.0
ITEM00000302,ORD0000154,PROD0048,2,204.42,0.0
ITEM00000303,ORD0000155,PROD0038,1,349.24,52.39
ITEM00000304,ORD0000156,PROD0039,1,280.24,0.0
ITEM00000305,ORD0000156,PROD0035,1,80.56,0.0
ITEM00000306,ORD0000157,PROD0025,2,272.57,0.0
ITEM00000307,ORD0000158,PROD0040,1,387.81,38.78
ITEM00000308,ORD0000158,PROD0089,2,140.27,0.0
ITEM00000309,ORD0000159,PROD0017,1,47.74,9.55
ITEM00000310,ORD0000160,PROD0066,1,188.35,28.25
ITEM00000311,ORD0000160,PROD0076,1,393.93,0.0
ITEM00000312,ORD0000160,PROD0008,1,32.22,0.0
ITEM00000313,ORD0000161,PROD0045,1,149.63,7.48
ITEM00000314,ORD0000161,PROD0046,1,275.32,0.0
ITEM00000315,ORD0000161,PROD0021,1,61.13,0.0
ITEM00000316,ORD0000161,PROD0110,1,90.59,0.0
ITEM00000317,ORD0000162,PROD0014,1,153.26,0.0
ITEM00000318,ORD0000163,PROD0047,1,168.82,8.44
ITEM00000319,ORD0000163,PROD0091,1,229.29,0.0
ITEM00000320,ORD0000164,PROD0061,1,81.22,16.24
ITEM00000321,ORD0000164,PROD0087,1,151.09,0.0
ITEM00000322,ORD0000164,PROD0048,1,204.42,0.0
ITEM00000323,ORD0000165,PROD0030,2,113.65,11.37
ITEM00000324,ORD0000166,PROD0063,2,246.23,0.0
ITEM00000325,ORD0000166,PROD0066,1,188.35,0.0
ITEM00000326,ORD0000166,PROD0036,1,11.63,0.0
ITEM00000327,ORD0000166,PROD0019,1,203.36,0.0
ITEM00000328,ORD0000167,PROD0097,1,353.03,0.0
ITEM00000329,ORD0000168,PROD0118,1,183.53,0.0
ITEM00000330,ORD0000169,PROD0040,1,387.81,0.0
ITEM00000331,ORD0000170,PROD0079,1,184.66,0.0
ITEM00000332,ORD0000170,PROD0087,1,151.09,15.11
ITEM00000333,ORD0000170,PROD0046,1,275.32,13.77
ITEM00000334,ORD0000170,PROD0099,1,140.01,21.0
ITEM00000335,ORD0000170,PROD0037,1,198.87,0.0
ITEM00000336,ORD0000171,PROD0040,1,387.81,0.0
ITEM00000337,ORD0000172,PROD0074,1,210.71,0.0
ITEM00000338,ORD0000173,PROD0010,1,207.41,0.0
ITEM00000339,ORD0000173,PROD0108,3,325.38,0.0
ITEM00000340,ORD0000173,PROD0109,1,343.77,17.19
ITEM00000341,ORD0000173,PROD0069,1,227.31,22.73
ITEM00000342,ORD0000173,PROD0028,1,273.37,0.0
ITEM00000343,ORD0000174,PROD0041,1,291.08,0.0
ITEM00000344,ORD0000174,PROD0026,1,17.79,0.0
ITEM00000345,ORD0000175,PROD0110,1,90.59,0.0
ITEM00000346,ORD0000175,PROD0099,1,140.01,0.0
ITEM00000347,ORD0000175,PROD0117,1,140.52,0.0
ITEM00000348,ORD0000176,PROD0037,1,198.87,0.0
ITEM00000349,ORD0000177,PROD0083,2,60.94,0.0
ITEM00000350,ORD0000178,PROD0041,1,291.08,43.66
ITEM00000351,ORD0000178,PROD0078,2,378.92,0.0
ITEM00000352,ORD0000178,PROD0039,2,280.24,0.0
ITEM00000353,ORD0000178,PROD0111,2,202.74,40.55
ITEM00000354,ORD0000179,PROD0099,1,140.01,14.0
ITEM00000355,ORD0000179,PROD0104,1,10.68,1.07
ITEM00000356,ORD0000180,PROD0063,1,246.23,36.93
ITEM00000357,ORD0000180,PROD0069,1,227.31,0.0
ITEM00000358,ORD0000181,PROD0108,1,325.38,48.81
ITEM00000359,ORD0000181,PROD0095,1,20.53,1.03
ITEM00000360,ORD0000182,PROD0051,1,184.73,27.71
ITEM00000361,ORD0000182,PROD0119,1,205.59,0.0
ITEM00000362,ORD0000182,PROD0118,2,183.53,0.0
ITEM00000363,ORD0000182,PROD0033,1,184.37,0.0
ITEM00000364,ORD0000183,PROD0092,2,91.52,0.0
ITEM00000365,ORD0000183,PROD0055,1,228.6,0.0
ITEM00000366,ORD0000183,PROD0113,1,286.04,0.0
ITEM00000367,ORD0000184,PROD0052,1,141.65,0.0
ITEM00000368,ORD0000185,PROD0023,1,136.09,13.61
ITEM00000369,ORD0000186,PROD0079,1,184.66,0.0
ITEM00000370,ORD0000186,PROD0081,1,119.17,0.0
ITEM00000371,ORD0000187,PROD0056,2,416.06,0.0
ITEM00000372,ORD0000187,PROD0099,1,140.01,0.0
ITEM00000373,ORD0000188,PROD0037,1,198.87,9.94
ITEM00000374,ORD0000188,PROD0094,1,47.82,9.56
ITEM00000375,ORD0000188,PROD0087,1,151.09,0.0
ITEM00000376,ORD0000188,PROD0025,1,272.57,0.0
ITEM00000377,ORD0000188,PROD0054,1,222.94,0.0
ITEM00000378,ORD0000189,PROD0120,1,272.15,40.82
ITEM00000379,ORD0000190,PROD0115,1,331.12,0.0
ITEM00000380,ORD0000191,PROD0017,1,47.74,9.55
ITEM00000381,ORD0000192,PROD0095,3,20.53,3.08
ITEM00000382,ORD0000193,PROD0056,3,416.06,187.23
ITEM00000383,ORD0000193,PROD0015,1,100.92,0.0
ITEM00000384,ORD0000194,PROD0107,1,438.59,0.0
ITEM00000385,ORD0000195,PROD0087,1,151.09,0.0
ITEM00000386,ORD0000195,PROD0013,3,174.57,0.0
ITEM00000387,ORD0000195,PROD0114,1,88.65,13.3
ITEM00000388,ORD0000196,PROD0001,3,12.07,0.0
ITEM00000389,ORD0000196,PROD0043,3,236.52,0.0
ITEM00000390,ORD0000197,PROD0078,1,378.92,0.0
ITEM00000391,ORD0000198,PROD0084,1,312.59,31.26
ITEM00000392,ORD0000198,PROD0020,1,297.84,44.68
ITEM00000393,ORD0000198,PROD0016,2,317.54,0.0
ITEM00000394,ORD0000199,PROD0055,2,228.6,0.0
ITEM00000395,ORD0000200,PROD0011,1,132.39,0.0
ITEM00000396,ORD0000200,PROD0038,2,349.24,0.0
ITEM00000397,ORD0000201,PROD0066,1,188.35,0.0
ITEM00000398,ORD0000201,PROD0055,1,228.6,22.86
ITEM00000399,ORD0000202,PROD0054,2,222.94,0.0
ITEM00000400,ORD0000203,PROD0034,1,161.71,0.0
ITEM00000401,ORD0000203,PROD0112,1,178.9,0.0
ITEM00000402,ORD0000203,PROD0087,1,151.09,0.0
ITEM00000403,ORD0000203,PROD0014,2,153.26,61.3
ITEM00000404,ORD0000203,PROD0056,1,416.06,0.0
ITEM00000405,ORD0000204,PROD0025,2,272.57,0.0
ITEM00000406,ORD0000205,PROD0020,1,297.84,0.0
ITEM00000407,ORD0000206,PROD0092,3,91.52,27.46
ITEM00000408,ORD0000206,PROD0056,1,416.06,0.0
ITEM00000409,ORD0000207,PROD0074,1,210.71,0.0
ITEM00000410,ORD0000208,PROD0093,1,166.3,0.0
ITEM00000411,ORD0000209,PROD0095,2,20.53,2.05
ITEM00000412,ORD0000209,PROD0047,2,168.82,0.0
ITEM00000413,ORD0000210,PROD0039,3,280.24,0.0
ITEM00000414,ORD0000210,PROD0031,1,90.06,0.0
ITEM00000415,ORD0000210,PROD0027,1,272.85,27.29
ITEM00000416,ORD0000210,PROD0072,1,209.01,20.9
ITEM00000417,ORD0000210,PROD0007,1,123.36,0.0
ITEM00000418,ORD0000211,PROD0110,1,90.59,0.0
ITEM00000419,ORD0000211,PROD0089,1,140.27,21.04
ITEM00000420,ORD0000211,PROD0112,2,178.9,71.56
ITEM00000421,ORD0000211,PROD0066,1,188.35,37.67
ITEM00000422,ORD0000212,PROD0038,1,349.24,17.46
ITEM00000423,ORD0000213,PROD0032,1,22.4,0.0
ITEM00000424,ORD0000213,PROD0107,1,438.59,0.0
ITEM00000425,ORD0000213,PROD0104,1,10.68,0.0
ITEM00000426,ORD0000214,PROD0110,2,90.59,0.0
ITEM00000427,ORD0000214,PROD0067,1,145.83,0.0
ITEM00000428,ORD0000215,PROD0119,1,205.59,30.84
ITEM00000429,ORD0000216,PROD0106,1,148.74,0.0
ITEM00000430,ORD0000217,PROD0052,2,141.65,0.0
ITEM00000431,ORD0000217,PROD0100,1,17.75,0.0
ITEM00000432,ORD0000217,PROD0026,1,17.79,1.78
ITEM00000433,ORD0000218,PROD0102,1,224.77,0.0
ITEM00000434,ORD0000219,PROD0084,2,312.59,0.0
ITEM00000435,ORD0000220,PROD0042,1,459.6,0.0
ITEM00000436,ORD0000221,PROD0010,1,207.41,0.0
ITEM00000437,ORD0000222,PROD0054,1,222.94,0.0
ITEM00000438,ORD0000222,PROD0106,1,148.74,0.0
ITEM00000439,ORD0000222,PROD0021,1,61.13,6.11
ITEM00000440,ORD0000223,PROD0015,1,100.92,0.0
ITEM00000441,ORD0000223,PROD0016,1,317.54,0.0
ITEM00000442,ORD0000223,PROD0048,3,204.42,0.0
ITEM00000443,ORD0000224,PROD0016,1,317.54,31.75
ITEM00000444,ORD0000224,PROD0071,1,258.29,0.0
ITEM00000445,ORD0000225,PROD0058,1,118.75,11.88
ITEM00000446,ORD0000225,PROD0086,1,232.8,11.64
ITEM00000447,ORD0000226,PROD0091,1,229.29,11.46
ITEM00000448,ORD0000226,PROD0004,1,234.81,0.0
ITEM00000449,ORD0000226,PROD0074,1,210.71,0.0
